Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00     899/1970        segment_class::clear() [105]
                0.00    0.00       6/11          segment_class::print_message() [122]
                0.00    0.00       6/35915       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [79]
-----------------------------------------------
                              643568             void std::__introsort_loop<__gnu_cxx::__normal_iterator<long double*, std::vector<long double, std::allocator<long double> > >, long, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<long double*, std::vector<long double, std::allocator<long double> > >, __gnu_cxx::__normal_iterator<long double*, std::vector<long double, std::allocator<long double> > >, long, __gnu_cxx::__ops::_Iter_less_iter) [9]
                0.20    0.00  197699/197699      modified_simplex_solver::make_solution_feasible::pivot_element_finder(modified_simplex_solver::simplex_table*) [3]
[9]      7.9    0.20    0.00  197699+643568  void std::__introsort_loop<__gnu_cxx::__normal_iterator<long double*, std::vector<long double, std::allocator<long double> > >, long, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<long double*, std::vector<long double, std::allocator<long double> > >, __gnu_cxx::__normal_iterator<long double*, std::vector<long double, std::allocator<long double> > >, long, __gnu_cxx::__ops::_Iter_less_iter) [9]
                              643568             void std::__introsort_loop<__gnu_cxx::__normal_iterator<long double*, std::vector<long double, std::allocator<long double> > >, long, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<long double*, std::vector<long double, std::allocator<long double> > >, __gnu_cxx::__normal_iterator<long double*, std::vector<long double, std::allocator<long double> > >, long, __gnu_cxx::__ops::_Iter_less_iter) [9]
-----------------------------------------------
                0.01    0.17     871/871         segment_class::train() [8]
[10]     7.0    0.01    0.17     871         segment_class::testing_for_each_label() [10]
                0.02    0.15  162349/162349      segment_class::propagate(std::vector<float, std::allocator<float> >) [11]
                0.00    0.00      18/35915       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [79]
                0.00    0.00       4/11          segment_class::print_message() [122]
-----------------------------------------------
                0.02    0.15  162349/162349      segment_class::testing_for_each_label() [10]
[11]     6.6    0.02    0.15  162349         segment_class::propagate(std::vector<float, std::allocator<float> >) [11]
                0.11    0.01  342770/342770      core_class::propagate(std::vector<float, std::allocator<float> >) [13]
                0.01    0.01   89752/89752       segment_class::checker_nf(std::vector<neuron, std::allocator<neuron> >&) [24]
                0.01    0.00  336856/336856      void std::vector<float, std::allocator<float> >::_M_range_insert<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, std::forward_iterator_tag) [31]
                0.00    0.00   13970/13970       segment_class::checker_df(std::vector<neuron, std::allocator<neuron> >&) [46]
                0.00    0.00  352636/352636      void std::vector<std::vector<neuron, std::allocator<neuron> >, std::allocator<std::vector<neuron, std::allocator<neuron> > > >::_M_realloc_insert<std::vector<neuron, std::allocator<neuron> > >(__gnu_cxx::__normal_iterator<std::vector<neuron, std::allocator<neuron> >*, std::vector<std::vector<neuron, std::allocator<neuron> >, std::allocator<std::vector<neuron, std::allocator<neuron> > > > >, std::vector<neuron, std::allocator<neuron> >&&) [64]
                0.00    0.00  158157/158157      segment_class::combine_output_neurons(std::vector<std::vector<neuron, std::allocator<neuron> >, std::allocator<std::vector<neuron, std::allocator<neuron> > > >) [70]
-----------------------------------------------
                0.00    0.00       2/22154962     datapack_analyzer(nn_core_data_package_class*) [55]
                0.00    0.00     248/22154962     breaker(raw_data*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [52]
                0.00    0.00  206864/22154962     modified_simplex_solver::make_solution_feasible::simplex_table_modifier(int, int, modified_simplex_solver::simplex_table*) [4]
                0.12    0.00 21947848/22154962     modified_simplex_solver::start_solver(converted_data_pack*) [2]
[12]     4.7    0.12    0.00 22154962         float& std::vector<float, std::allocator<float> >::emplace_back<float>(float&&) [12]
-----------------------------------------------
                0.11    0.01  342770/342770      segment_class::propagate(std::vector<float, std::allocator<float> >) [11]
[13]     4.7    0.11    0.01  342770         core_class::propagate(std::vector<float, std::allocator<float> >) [13]
                0.01    0.00  796605/1023785     void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [29]
-----------------------------------------------
                0.10    0.00  195587/195587      modified_simplex_solver::make_solution_feasible::pivot_element_finder(modified_simplex_solver::simplex_table*) [3]
[14]     4.0    0.10    0.00  195587         void std::__insertion_sort<__gnu_cxx::__normal_iterator<long double*, std::vector<long double, std::allocator<long double> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<long double*, std::vector<long double, std::allocator<long double> > >, __gnu_cxx::__normal_iterator<long double*, std::vector<long double, std::allocator<long double> > >, __gnu_cxx::__ops::_Iter_less_iter) [14]
-----------------------------------------------
                0.00    0.00     450/10352       genetic_algorithm::generate_initial_population() [42]
                0.00    0.00     600/10352       genetic_algorithm::crossover(std::vector<chromosome, std::allocator<chromosome> >&) [40]
                0.01    0.01    2617/10352       genetic_algorithm::tournament_selection(std::vector<chromosome, std::allocator<chromosome> >) [25]
                0.02    0.03    6685/10352       genetic_algorithm::mutation(std::vector<chromosome, std::allocator<chromosome> >&) [18]
[15]     2.8    0.03    0.04   10352         genetic_algorithm::get_random_number(int, int) [15]
                0.00    0.04   10352/10352       unsigned long std::uniform_int_distribution<unsigned long>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<unsigned long>::param_type const&) [20]
                0.00    0.00   10352/12726       void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [86]
-----------------------------------------------
                0.00    0.07       1/1           start_segment(int, int, nn_core_data_package_class&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, chromosome) [6]
[16]     2.8    0.00    0.07       1         genetic_algorithm::start_genetic_algorithm(int) [16]
                0.00    0.05      50/50          genetic_algorithm::mutation(std::vector<chromosome, std::allocator<chromosome> >&) [18]
                0.00    0.02      50/50          genetic_algorithm::tournament_selection(std::vector<chromosome, std::allocator<chromosome> >) [25]
                0.00    0.00      50/50          genetic_algorithm::crossover(std::vector<chromosome, std::allocator<chromosome> >&) [40]
                0.00    0.00       1/1           genetic_algorithm::generate_initial_population() [42]
                0.00    0.00    2950/3621        void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__ops::_Val_comp_iter<bool (*)(chromosome, chromosome)> >(__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__ops::_Val_comp_iter<bool (*)(chromosome, chromosome)>) [96]
                0.00    0.00      51/51          genetic_algorithm::calc_fitness_threaded(int, std::vector<chromosome, std::allocator<chromosome> >&) [114]
                0.00    0.00      50/50          void std::vector<chromosome, std::allocator<chromosome> >::_M_range_insert<__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > > >(__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, std::forward_iterator_tag) [116]
                0.00    0.00      50/98352       void std::__introsort_loop<__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)> >(__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)>) [73]
                0.00    0.00      50/50          void std::__insertion_sort<__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)> >(__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)>) [117]
                0.00    0.00      50/50          genetic_algorithm::save_chromosome(chromosome&) [115]
-----------------------------------------------
                                                 <spontaneous>
[17]     1.9    0.02    0.03                 core_class::train_core() [17]
                0.01    0.00    3564/3564        void std::vector<simplex_solver_data_preparation_class, std::allocator<simplex_solver_data_preparation_class> >::_M_realloc_insert<simplex_solver_data_preparation_class const&>(__gnu_cxx::__normal_iterator<simplex_solver_data_preparation_class*, std::vector<simplex_solver_data_preparation_class, std::allocator<simplex_solver_data_preparation_class> > >, simplex_solver_data_preparation_class const&) [26]
                0.00    0.01    1806/1806        core_class::c_data_packs_division_for_multi_threading(std::vector<std::vector<converted_data_pack, std::allocator<converted_data_pack> >, std::allocator<std::vector<converted_data_pack, std::allocator<converted_data_pack> > > >&, std::vector<converted_data_pack, std::allocator<converted_data_pack> >&, int) [27]
                0.00    0.00    3425/6939        simplex_solver_data_preparation_class::simplex_solver_data_preparation_class(simplex_solver_data_preparation_class const&) [41]
                0.00    0.00   46024/368247      void std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_realloc_insert<std::vector<float, std::allocator<float> > const&>(__gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> >*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > >, std::vector<float, std::allocator<float> > const&) [38]
                0.00    0.00    1838/1838        core_class::big_c_datapack_handler(std::vector<converted_data_pack, std::allocator<converted_data_pack> >&) [47]
                0.00    0.00    3739/10997       void std::vector<converted_data_pack, std::allocator<converted_data_pack> >::_M_realloc_insert<converted_data_pack const&>(__gnu_cxx::__normal_iterator<converted_data_pack*, std::vector<converted_data_pack, std::allocator<converted_data_pack> > >, converted_data_pack const&) [44]
                0.00    0.00    3432/3432        simplex_solver_data_preparation_class::simplex_solver_data_preparation_class(std::vector<converted_data_pack, std::allocator<converted_data_pack> >&, datapack_structure_defination*, ann*) [48]
                0.00    0.00    8195/1023785     void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [29]
                0.00    0.00   14125/35915       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [79]
                0.00    0.00   13769/25636       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [83]
                0.00    0.00   10449/10449       simplex_solver_data_preparation_class::~simplex_solver_data_preparation_class() [88]
                0.00    0.00    7367/7367        std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::~vector() [89]
                0.00    0.00    5068/51911       std::vector<converted_data_pack, std::allocator<converted_data_pack> >::~vector() [78]
                0.00    0.00    3666/3669        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*) [95]
                0.00    0.00    1720/59539       converted_data_pack::~converted_data_pack() [77]
-----------------------------------------------
                0.00    0.05      50/50          genetic_algorithm::start_genetic_algorithm(int) [16]
[18]     1.8    0.00    0.05      50         genetic_algorithm::mutation(std::vector<chromosome, std::allocator<chromosome> >&) [18]
                0.02    0.03    6685/10352       genetic_algorithm::get_random_number(int, int) [15]
                0.00    0.00     150/34734       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [80]
-----------------------------------------------
                0.04    0.00   10352/10352       unsigned long std::uniform_int_distribution<unsigned long>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<unsigned long>::param_type const&) [20]
[19]     1.6    0.04    0.00   10352         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [19]
-----------------------------------------------
                0.00    0.04   10352/10352       genetic_algorithm::get_random_number(int, int) [15]
[20]     1.6    0.00    0.04   10352         unsigned long std::uniform_int_distribution<unsigned long>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<unsigned long>::param_type const&) [20]
                0.04    0.00   10352/10352       std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [19]
-----------------------------------------------
                0.00    0.00       1/1071        segment_class::start_trainer() [7]
                0.02    0.00    1070/1071        segment_class::train() [8]
[21]     0.8    0.02    0.00    1071         segment_class::split_attributes_for_each_core() [21]
                0.00    0.00   44819/368247      void std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_realloc_insert<std::vector<float, std::allocator<float> > const&>(__gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> >*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > >, std::vector<float, std::allocator<float> > const&) [38]
                0.00    0.00    5108/1023785     void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [29]
                0.00    0.00    6654/6656        void std::vector<nn_core_filtered_data, std::allocator<nn_core_filtered_data> >::_M_realloc_insert<nn_core_filtered_data const&>(__gnu_cxx::__normal_iterator<nn_core_filtered_data*, std::vector<nn_core_filtered_data, std::allocator<nn_core_filtered_data> > >, nn_core_filtered_data const&) [92]
-----------------------------------------------
                0.02    0.00  242445/242445      modified_simplex_solver::start_solver(converted_data_pack*) [2]
[22]     0.8    0.02    0.00  242445         void std::vector<modified_simplex_solver::id, std::allocator<modified_simplex_solver::id> >::_M_realloc_insert<modified_simplex_solver::id const&>(__gnu_cxx::__normal_iterator<modified_simplex_solver::id*, std::vector<modified_simplex_solver::id, std::allocator<modified_simplex_solver::id> > >, modified_simplex_solver::id const&) [22]
-----------------------------------------------
                0.02    0.00  201511/201511      modified_simplex_solver::make_solution_feasible::pivot_element_finder(modified_simplex_solver::simplex_table*) [3]
[23]     0.8    0.02    0.00  201511         modified_simplex_solver::make_solution_feasible::termination_condition_checker(modified_simplex_solver::simplex_table*) [23]
-----------------------------------------------
                0.01    0.01   89752/89752       segment_class::propagate(std::vector<float, std::allocator<float> >) [11]
[24]     0.7    0.01    0.01   89752         segment_class::checker_nf(std::vector<neuron, std::allocator<neuron> >&) [24]
                0.00    0.01  170839/197560      neuron*& std::vector<neuron*, std::allocator<neuron*> >::emplace_back<neuron*>(neuron*&&) [32]
-----------------------------------------------
                0.00    0.02      50/50          genetic_algorithm::start_genetic_algorithm(int) [16]
[25]     0.7    0.00    0.02      50         genetic_algorithm::tournament_selection(std::vector<chromosome, std::allocator<chromosome> >) [25]
                0.01    0.01    2617/10352       genetic_algorithm::get_random_number(int, int) [15]
                0.00    0.00    2500/2500        std::vector<chromosome, std::allocator<chromosome> >::_M_erase(__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >) [97]
                0.00    0.00     300/607         void std::vector<chromosome, std::allocator<chromosome> >::_M_realloc_insert<chromosome const&>(__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, chromosome const&) [112]
-----------------------------------------------
                0.01    0.00    3564/3564        core_class::train_core() [17]
[26]     0.5    0.01    0.00    3564         void std::vector<simplex_solver_data_preparation_class, std::allocator<simplex_solver_data_preparation_class> >::_M_realloc_insert<simplex_solver_data_preparation_class const&>(__gnu_cxx::__normal_iterator<simplex_solver_data_preparation_class*, std::vector<simplex_solver_data_preparation_class, std::allocator<simplex_solver_data_preparation_class> > >, simplex_solver_data_preparation_class const&) [26]
                0.00    0.00    3514/6939        simplex_solver_data_preparation_class::simplex_solver_data_preparation_class(simplex_solver_data_preparation_class const&) [41]
-----------------------------------------------
                0.00    0.01    1806/1806        core_class::train_core() [17]
[27]     0.5    0.00    0.01    1806         core_class::c_data_packs_division_for_multi_threading(std::vector<std::vector<converted_data_pack, std::allocator<converted_data_pack> >, std::allocator<std::vector<converted_data_pack, std::allocator<converted_data_pack> > > >&, std::vector<converted_data_pack, std::allocator<converted_data_pack> >&, int) [27]
                0.01    0.00    3635/3635        void std::vector<std::vector<converted_data_pack, std::allocator<converted_data_pack> >, std::allocator<std::vector<converted_data_pack, std::allocator<converted_data_pack> > > >::_M_realloc_insert<std::vector<converted_data_pack, std::allocator<converted_data_pack> > const&>(__gnu_cxx::__normal_iterator<std::vector<converted_data_pack, std::allocator<converted_data_pack> >*, std::vector<std::vector<converted_data_pack, std::allocator<converted_data_pack> >, std::allocator<std::vector<converted_data_pack, std::allocator<converted_data_pack> > > > >, std::vector<converted_data_pack, std::allocator<converted_data_pack> > const&) [28]
                0.00    0.00    2013/53543       converted_data_pack::converted_data_pack(converted_data_pack const&) [35]
                0.00    0.00    2035/10997       void std::vector<converted_data_pack, std::allocator<converted_data_pack> >::_M_realloc_insert<converted_data_pack const&>(__gnu_cxx::__normal_iterator<converted_data_pack*, std::vector<converted_data_pack, std::allocator<converted_data_pack> > >, converted_data_pack const&) [44]
                0.00    0.00   12314/35915       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [79]
                0.00    0.00    5051/25636       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [83]
                0.00    0.00    4029/4440        std::vector<converted_data_pack, std::allocator<converted_data_pack> >::_M_erase(__gnu_cxx::__normal_iterator<converted_data_pack*, std::vector<converted_data_pack, std::allocator<converted_data_pack> > >) [94]
                0.00    0.00    1797/51911       std::vector<converted_data_pack, std::allocator<converted_data_pack> >::~vector() [78]
-----------------------------------------------
                0.01    0.00    3635/3635        core_class::c_data_packs_division_for_multi_threading(std::vector<std::vector<converted_data_pack, std::allocator<converted_data_pack> >, std::allocator<std::vector<converted_data_pack, std::allocator<converted_data_pack> > > >&, std::vector<converted_data_pack, std::allocator<converted_data_pack> >&, int) [27]
[28]     0.4    0.01    0.00    3635         void std::vector<std::vector<converted_data_pack, std::allocator<converted_data_pack> >, std::allocator<std::vector<converted_data_pack, std::allocator<converted_data_pack> > > >::_M_realloc_insert<std::vector<converted_data_pack, std::allocator<converted_data_pack> > const&>(__gnu_cxx::__normal_iterator<std::vector<converted_data_pack, std::allocator<converted_data_pack> >*, std::vector<std::vector<converted_data_pack, std::allocator<converted_data_pack> >, std::allocator<std::vector<converted_data_pack, std::allocator<converted_data_pack> > > > >, std::vector<converted_data_pack, std::allocator<converted_data_pack> > const&) [28]
                0.00    0.00    3952/53543       converted_data_pack::converted_data_pack(converted_data_pack const&) [35]
-----------------------------------------------
                0.00    0.00       6/1023785     data_filter(raw_data*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [51]
                0.00    0.00       6/1023785     prepare_data(nn_core_data_package_class*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [50]
                0.00    0.00    1488/1023785     breaker(raw_data*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [52]
                0.00    0.00    5108/1023785     segment_class::split_attributes_for_each_core() [21]
                0.00    0.00    8195/1023785     core_class::train_core() [17]
                0.00    0.00    9071/1023785     modified_simplex_solver::make_solution_feasible::simplex_table_modifier(int, int, modified_simplex_solver::simplex_table*) [4]
                0.00    0.00   30729/1023785     simplex_solver_data_preparation_class::lp_solver() [1]
                0.00    0.00  172577/1023785     modified_simplex_solver::start_solver(converted_data_pack*) [2]
                0.01    0.00  796605/1023785     core_class::propagate(std::vector<float, std::allocator<float> >) [13]
[29]     0.4    0.01    0.00 1023785         void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [29]
-----------------------------------------------
                0.01    0.00  962839/962839      modified_simplex_solver::start_solver(converted_data_pack*) [2]
[30]     0.4    0.01    0.00  962839         std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::push_back(std::vector<float, std::allocator<float> > const&) [30]
-----------------------------------------------
                0.01    0.00  336856/336856      segment_class::propagate(std::vector<float, std::allocator<float> >) [11]
[31]     0.4    0.01    0.00  336856         void std::vector<float, std::allocator<float> >::_M_range_insert<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, std::forward_iterator_tag) [31]
-----------------------------------------------
                0.00    0.00   26721/197560      segment_class::checker_df(std::vector<neuron, std::allocator<neuron> >&) [46]
                0.00    0.01  170839/197560      segment_class::checker_nf(std::vector<neuron, std::allocator<neuron> >&) [24]
[32]     0.4    0.00    0.01  197560         neuron*& std::vector<neuron*, std::allocator<neuron*> >::emplace_back<neuron*>(neuron*&&) [32]
                0.01    0.00  194561/194561      void std::vector<neuron*, std::allocator<neuron*> >::_M_realloc_insert<neuron*>(__gnu_cxx::__normal_iterator<neuron**, std::vector<neuron*, std::allocator<neuron*> > >, neuron*&&) [33]
-----------------------------------------------
                0.01    0.00  194561/194561      neuron*& std::vector<neuron*, std::allocator<neuron*> >::emplace_back<neuron*>(neuron*&&) [32]
[33]     0.4    0.01    0.00  194561         void std::vector<neuron*, std::allocator<neuron*> >::_M_realloc_insert<neuron*>(__gnu_cxx::__normal_iterator<neuron**, std::vector<neuron*, std::allocator<neuron*> > >, neuron*&&) [33]
-----------------------------------------------
                0.01    0.00   96186/96186       modified_simplex_solver::make_solution_feasible::pivot_element_finder(modified_simplex_solver::simplex_table*) [3]
[34]     0.4    0.01    0.00   96186         void std::vector<long double, std::allocator<long double> >::_M_realloc_insert<long double const&>(__gnu_cxx::__normal_iterator<long double*, std::vector<long double, std::allocator<long double> > >, long double const&) [34]
-----------------------------------------------
                0.00    0.00     199/53543       core_class::big_c_datapack_handler(std::vector<converted_data_pack, std::allocator<converted_data_pack> >&) [47]
                0.00    0.00     841/53543       void std::vector<converted_data_pack, std::allocator<converted_data_pack> >::_M_range_insert<__gnu_cxx::__normal_iterator<converted_data_pack*, std::vector<converted_data_pack, std::allocator<converted_data_pack> > > >(__gnu_cxx::__normal_iterator<converted_data_pack*, std::vector<converted_data_pack, std::allocator<converted_data_pack> > >, __gnu_cxx::__normal_iterator<converted_data_pack*, std::vector<converted_data_pack, std::allocator<converted_data_pack> > >, __gnu_cxx::__normal_iterator<converted_data_pack*, std::vector<converted_data_pack, std::allocator<converted_data_pack> > >, std::forward_iterator_tag) [49]
                0.00    0.00    1338/53543       simplex_solver_data_preparation_class::cdp_spliter(std::vector<converted_data_pack, std::allocator<converted_data_pack> >&, int) [43]
                0.00    0.00    2013/53543       core_class::c_data_packs_division_for_multi_threading(std::vector<std::vector<converted_data_pack, std::allocator<converted_data_pack> >, std::allocator<std::vector<converted_data_pack, std::allocator<converted_data_pack> > > >&, std::vector<converted_data_pack, std::allocator<converted_data_pack> >&, int) [27]
                0.00    0.00    3952/53543       void std::vector<std::vector<converted_data_pack, std::allocator<converted_data_pack> >, std::allocator<std::vector<converted_data_pack, std::allocator<converted_data_pack> > > >::_M_realloc_insert<std::vector<converted_data_pack, std::allocator<converted_data_pack> > const&>(__gnu_cxx::__normal_iterator<std::vector<converted_data_pack, std::allocator<converted_data_pack> >*, std::vector<std::vector<converted_data_pack, std::allocator<converted_data_pack> >, std::allocator<std::vector<converted_data_pack, std::allocator<converted_data_pack> > > > >, std::vector<converted_data_pack, std::allocator<converted_data_pack> > const&) [28]
                0.00    0.00    5771/53543       simplex_solver_data_preparation_class::lp_solver() [1]
                0.00    0.00    7811/53543       std::vector<converted_data_pack, std::allocator<converted_data_pack> >::operator=(std::vector<converted_data_pack, std::allocator<converted_data_pack> > const&) [45]
                0.00    0.00   10680/53543       void std::vector<converted_data_pack, std::allocator<converted_data_pack> >::_M_realloc_insert<converted_data_pack const&>(__gnu_cxx::__normal_iterator<converted_data_pack*, std::vector<converted_data_pack, std::allocator<converted_data_pack> > >, converted_data_pack const&) [44]
                0.00    0.00   20938/53543       simplex_solver_data_preparation_class::simplex_solver_data_preparation_class(simplex_solver_data_preparation_class const&) [41]
[35]     0.4    0.01    0.00   53543         converted_data_pack::converted_data_pack(converted_data_pack const&) [35]
-----------------------------------------------
                0.01    0.00   30887/30887       simplex_solver_data_preparation_class::lp_solver() [1]
[36]     0.4    0.01    0.00   30887         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [36]
-----------------------------------------------
                0.00    0.00    1713/23769       core_class::big_c_datapack_handler(std::vector<converted_data_pack, std::allocator<converted_data_pack> >&) [47]
                0.01    0.00   22056/23769       simplex_solver_data_preparation_class::lp_solver() [1]
